work_order_id,correlation_id,title,phase,source_status,status,repo_path,depends_on,blocks,companion_gate_ref,source_context,deterministic,allows_network,allows_dependency_install,allows_dependency_changes,proof_required,proof_uri,human_approval_required,verification_command,completion_gate,rollback_plan,intent_lock
TASK-CDB010,CDB010,Write security and unsafe capture policies,docs,complete,review,src/nu_plugin,TASK-CDB006,,GATE-CDB010,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L122-L136,L356"",""evidence_paths"":[""src/nu_plugin/logs/CDB010-security.log"",""src/nu_plugin/docs/SECURITY_AND_SECRET_POLICY.md""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv"",""src/nu_plugin/docs/SECURITY_AND_SECRET_POLICY.md"",""src/nu_plugin/docs/UNSAFE_CAPTURE_POLICY.md""],""notes"":""Completed in final execution package from canonical PRD; see docs/ and raw log path."",""owner_surface"":""docs"",""prd_sections"":""15"",""raw_log_paths"":[""src/nu_plugin/logs/CDB010-security.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""code mutation"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#1-package-navigation-and-launch-gates""}",true,false,false,false,true,,true,source blob and unsafe gates covered,security accepted,Remove only the LifeOS review handoff for TASK-CDB010 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:72c16151c21b02b4bee54ba16525aa6152f1dc5ff2ba58df88f0a1a374ac7304"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB011,CDB011,Write compatibility bridge docs,docs,complete,review,src/nu_plugin,TASK-CDB009,,GATE-CDB011,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L122-L136,L356"",""evidence_paths"":[""src/nu_plugin/logs/CDB011-bridge.log"",""src/nu_plugin/docs/CODEX_BRIDGE.md""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv"",""src/nu_plugin/docs/CODEX_BRIDGE.md"",""src/nu_plugin/docs/NUSHELL_PLUGIN_COMPAT.md"",""src/nu_plugin/docs/YAZELIX_PLACEMENT.md""],""notes"":""Completed in final execution package from canonical PRD; see docs/ and raw log path."",""owner_surface"":""docs"",""prd_sections"":""14,16"",""raw_log_paths"":[""src/nu_plugin/logs/CDB011-bridge.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""code mutation"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#1-package-navigation-and-launch-gates""}",true,false,false,false,true,,true,Codex/Nu/Yazelix conflicts bridged,bridge accepted,Remove only the LifeOS review handoff for TASK-CDB011 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:90efe9ef7ea6faa6000274762fa9af99e9608d02eb67d376cea61217f8c8058a"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB012,CDB012,Write test and fixture matrix,docs,complete,review,src/nu_plugin,TASK-CDB007,TASK-CDB041,GATE-CDB012,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L122-L136,L356"",""evidence_paths"":[""src/nu_plugin/logs/CDB012-tests-docs.log"",""src/nu_plugin/docs/TEST_PLAN.md""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv"",""src/nu_plugin/docs/TEST_PLAN.md"",""src/nu_plugin/docs/FIXTURE_MATRIX.md""],""notes"":""Completed in final execution package from canonical PRD; see docs/ and raw log path."",""owner_surface"":""docs"",""prd_sections"":""18,19"",""raw_log_paths"":[""src/nu_plugin/logs/CDB012-tests-docs.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""code mutation"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#1-package-navigation-and-launch-gates""}",true,false,false,false,true,,true,all required fixtures listed,test plan accepted,Remove only the LifeOS review handoff for TASK-CDB012 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:a98c4d57e344944ee6485a487fe7d9db040e631745efb14dbe1e19cf9db527f4"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB013,CDB013,Create Rust workspace skeleton,workspace,complete,review,src/nu_plugin,TASK-CDB006;TASK-CDB068,TASK-CDB014;TASK-CDB041,GATE-CDB013,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",""evidence_paths"":[""src/nu_plugin/logs/CDB013-workspace.log"",""src/nu_plugin/Cargo.toml""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":""Three direct workspace-contract tests and cargo metadata parity pass on the current tree."",""owner_surface"":""code"",""prd_sections"":""9"",""raw_log_paths"":[""src/nu_plugin/logs/CDB013-workspace.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""source overwrite in existing repos"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#10-fixtures-no-mutation-no-leak-deterministic-scan-release-proof""}",true,false,false,false,true,,true,cargo metadata succeeds,workspace ready,Remove only the LifeOS review handoff for TASK-CDB013 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:6a0ea14b70d4a1b2f1fb40b25d378c312246189c056ecac6a7f6e42a128ddb26"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB014,CDB014,Implement codedb-core schemas,core,complete,review,src/nu_plugin,TASK-CDB013;TASK-CDB007,TASK-CDB015;TASK-CDB017;TASK-CDB019;TASK-CDB061,GATE-CDB014,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",""evidence_paths"":[""src/nu_plugin/logs/CDB014-core.log"",""src/nu_plugin/codedb-core""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":null,""owner_surface"":""code"",""prd_sections"":""10,11,12"",""raw_log_paths"":[""src/nu_plugin/logs/CDB014-core.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""unsafe execution"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#10-fixtures-no-mutation-no-leak-deterministic-scan-release-proof""}",true,false,false,false,true,,true,unit tests pass,schema structs compiled,Remove only the LifeOS review handoff for TASK-CDB014 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:7b2f208e15191054ac535669add019d3e2d30836cc255cb884d73e5bc3b862a0"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB015,CDB015,Implement redb store init,store,complete,review,src/nu_plugin,TASK-CDB014,TASK-CDB016;TASK-CDB017;TASK-CDB019;TASK-CDB029,GATE-CDB015,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",""evidence_paths"":[""src/nu_plugin/logs/CDB015-redb-init.log"",""src/nu_plugin/codedb-store-redb""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":null,""owner_surface"":""code"",""prd_sections"":""8,11"",""raw_log_paths"":[""src/nu_plugin/logs/CDB015-redb-init.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""other DB backends"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#2-redb-store-schema-provenance""}",true,false,false,false,true,,true,store init/metadata tests pass,redb store opens,Remove only the LifeOS review handoff for TASK-CDB015 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:fb64a729ab30338f27de193f14e2347844cdb3077ed7bac07961ee11fb730a92"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB016,CDB016,"Implement redb schema version, locks, backup, restore",store,complete,review,src/nu_plugin,TASK-CDB015,,GATE-CDB016,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",""evidence_paths"":[""src/nu_plugin/logs/CDB016-redb-restore.log"",""src/nu_plugin/backup/restore API""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":null,""owner_surface"":""code"",""prd_sections"":""8,17"",""raw_log_paths"":[""src/nu_plugin/logs/CDB016-redb-restore.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""schema-less writes"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#2-redb-store-schema-provenance""}",true,false,false,false,true,,true,backup restore smoke passes,store recoverable,Remove only the LifeOS review handoff for TASK-CDB016 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:fc1fc24d260d61ba71b0d26e07af6c1fed0e08a0831da5f9bad6837f5ccee536"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB017,CDB017,Implement filesystem scanner,scan,complete,review,src/nu_plugin,TASK-CDB014;TASK-CDB015,TASK-CDB018;TASK-CDB028;TASK-CDB029,GATE-CDB017,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",""evidence_paths"":[""src/nu_plugin/logs/CDB017-fs.log"",""src/nu_plugin/filesystem_entries""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":null,""owner_surface"":""code"",""prd_sections"":""10.1"",""raw_log_paths"":[""src/nu_plugin/logs/CDB017-fs.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""source mutation"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#3-filesystem-source-cargo-cfg-capture""}",true,false,false,false,true,,true,fixture scan rows stable,filesystem captured,Remove only the LifeOS review handoff for TASK-CDB017 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:b81579b9455422e7d4679fdb0fa77f4358f697de41cfd9dd78ed37944fc52d2a"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB018,CDB018,Implement exact source metadata and blob policy,scan,complete,review,src/nu_plugin,TASK-CDB017,TASK-CDB022,GATE-CDB018,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",""evidence_paths"":[""src/nu_plugin/logs/CDB018-source.log"",""src/nu_plugin/source_blobs metadata""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":null,""owner_surface"":""code"",""prd_sections"":""10.2,15.3"",""raw_log_paths"":[""src/nu_plugin/logs/CDB018-source.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""secret export"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#3-filesystem-source-cargo-cfg-capture""}",true,false,false,false,true,,true,secret policy tests pass,source capture safe,Remove only the LifeOS review handoff for TASK-CDB018 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:c6b0c4244b2dc4066fa999e137130e2e791cdc5ec11b82bd4ed94d5a8ebc62c3"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB019,CDB019,Implement cargo metadata capture,cargo,complete,review,src/nu_plugin,TASK-CDB014;TASK-CDB015,TASK-CDB020;TASK-CDB021;TASK-CDB029,GATE-CDB019,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",""evidence_paths"":[""src/nu_plugin/logs/CDB019-cargo.log"",""src/nu_plugin/cargo tables""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":null,""owner_surface"":""code"",""prd_sections"":""10.3"",""raw_log_paths"":[""src/nu_plugin/logs/CDB019-cargo.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""regex-only Cargo parsing"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#3-filesystem-source-cargo-cfg-capture""}",true,false,false,false,true,,true,cargo metadata fixture passes,cargo captured,Remove only the LifeOS review handoff for TASK-CDB019 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:8727aa29bbbaf4c1822eb2c46826013b99786dda4ccc6682e49f9913ce8b97bf"",""schema"":""lifeos.intent-lock.v1""}"
