task_id,parent_id,phase,title,goal,owner_lane,owner_agent,helper_id,model_tag,agent_runtime,shell_mode,repo_target,repo_path,filesystem_scope,input_files,target_files,target_artifacts,allowed_paths,blocked_paths,depends_on,blocks,parallel_group,can_run_parallel,max_parallel,start_after,priority,status,execution_cell,required_tools,command_template,verification_command,completion_gate,proof_required,proof_uri,heartbeat_file,logs_uri,rollback_plan,risk_level,human_approval_required,notes,anchor_binding,needs_capability_probe,probe_class,source_graph_uri
CURRENCY-RUVLLM_ESP32,CURRENCY,00-currency,Toolchain currency: ruvllm-esp32 (npm latest at extraction 0.3.3),"Installed ruvllm-esp32 must equal the registry latest. NOTE: bun's global root resolves under BUN_INSTALL_CACHE_DIR, which on this host is the XDG_RUNTIME_DIR tmpfs -- global installs there do not survive a reboot, so a failing probe may mean 'installed then evaporated', not 'never installed'.",lane_f_anchor,anchor-agent,helper-currency-ruvllm_esp32,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/currency-ruvllm_esp32/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_toolchain-currency,true,8,,1632,pending,toolchain-currency,bun,"test -n ""$(bun info 'ruvllm-esp32' version 2>/dev/null)"" && test ""$(bun info 'ruvllm-esp32' version 2>/dev/null)"" = ""$(bun pm ls -g 2>/dev/null | grep -oE 'ruvllm\-esp32@[0-9][^ ]*' | head -1 | sed 's/.*@//')""",bun info 'ruvllm-esp32' version,probe exits 0 against the live system,true,proof_records/CURRENCY-RUVLLM_ESP32.proof.json,state/CURRENCY-RUVLLM_ESP32.heartbeat.json,logs/CURRENCY-RUVLLM_ESP32.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":0,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""c29bf2fcedac7832f0a191cf1a8bd8b8f31264efc5f14678cf7e5e9f8a76ee4f""}",false,currency,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D01_ATLAS_ENTRY,ATLAS,00-atlas,Atlas D01: #### D01 — PostgreSQL/RuVector authority and complete topology,Mermaid atlas entry D01 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d01_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d01_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,600,pending,atlas,shell,grep -Fq '#### D01' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D01' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D01_ATLAS_ENTRY.proof.json,state/DIAGRAM-D01_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D01_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":23543,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""5a67626c531c6549d5350fb96fa993bf818d187ae75cb76dfded90a6b458ff9f""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D02_ATLAS_ENTRY,ATLAS,00-atlas,Atlas D02: #### D02 — Bootstrap-to-operational cutover,Mermaid atlas entry D02 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d02_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d02_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,601,pending,atlas,shell,grep -Fq '#### D02' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D02' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D02_ATLAS_ENTRY.proof.json,state/DIAGRAM-D02_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D02_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":24661,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""b58952102e6866388bc005071ba2a2eba34e6aa3f4522d0ed34e63b888e19a83""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D03_ATLAS_ENTRY,ATLAS,00-atlas,Atlas D03: #### D03 — LifeOS Glass and Yazelix Engine ownership,Mermaid atlas entry D03 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d03_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d03_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,602,pending,atlas,shell,grep -Fq '#### D03' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D03' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D03_ATLAS_ENTRY.proof.json,state/DIAGRAM-D03_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D03_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":25329,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""bd0054080eca4673d794b11ef1b2d4b45645fde737a000482d47b4b9d7fada04""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D04_ATLAS_ENTRY,ATLAS,00-atlas,"Atlas D04: #### D04 — PTY, Zellij session, and terminal lifecycle",Mermaid atlas entry D04 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d04_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d04_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,603,pending,atlas,shell,grep -Fq '#### D04' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D04' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D04_ATLAS_ENTRY.proof.json,state/DIAGRAM-D04_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D04_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":26136,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""dbb3bb0a942cab388a8400221466c4677231388c428a85b3b98c31b306aab0fd""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D05_ATLAS_ENTRY,ATLAS,00-atlas,Atlas D05: #### D05 — Exact logical front-door trace,Mermaid atlas entry D05 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d05_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d05_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,604,pending,atlas,shell,grep -Fq '#### D05' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D05' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D05_ATLAS_ENTRY.proof.json,state/DIAGRAM-D05_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D05_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":26933,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""f41fb18c4f9ea11e6b9d82446113debe51a8adedc207e0fa6f3929a174503815""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D06_ATLAS_ENTRY,ATLAS,00-atlas,Atlas D06: #### D06 — Physically executable LifeOS control action,Mermaid atlas entry D06 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d06_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d06_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,605,pending,atlas,shell,grep -Fq '#### D06' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D06' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D06_ATLAS_ENTRY.proof.json,state/DIAGRAM-D06_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D06_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":27750,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""ca2ebb95b3e0b722c31f075922eb608077d501d0d37d8456753b988f1fadedda""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D07_ATLAS_ENTRY,ATLAS,00-atlas,Atlas D07: #### D07 — Legacy-output ingestion,Mermaid atlas entry D07 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d07_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d07_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,606,pending,atlas,shell,grep -Fq '#### D07' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D07' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D07_ATLAS_ENTRY.proof.json,state/DIAGRAM-D07_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D07_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":28431,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""90b7c2a78a5295b39f17fd8003ede80ff79b7a8b08f032e90729795fe3175eca""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D08_ATLAS_ENTRY,ATLAS,00-atlas,Atlas D08: #### D08 — Native Nushell ingestion,Mermaid atlas entry D08 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d08_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d08_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,607,pending,atlas,shell,grep -Fq '#### D08' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D08' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D08_ATLAS_ENTRY.proof.json,state/DIAGRAM-D08_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D08_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":29028,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""62ff26fe5e4933f90ad656e7c6d0e070b544eb4dccaec4634da89e85b4e9ca12""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D09_ATLAS_ENTRY,ATLAS,00-atlas,Atlas D09: #### D09 — Nu child-plugin and CodeDB ingress boundary,Mermaid atlas entry D09 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d09_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d09_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,608,pending,atlas,shell,grep -Fq '#### D09' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D09' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D09_ATLAS_ENTRY.proof.json,state/DIAGRAM-D09_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D09_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":29405,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""29a4893e231ccd5affcd6045aab4e64f265dc9b5543a4deb4a5216d6063215c5""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D10_ATLAS_ENTRY,ATLAS,00-atlas,Atlas D10: #### D10 — redb live mmap projection and notification,Mermaid atlas entry D10 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d10_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d10_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,609,pending,atlas,shell,grep -Fq '#### D10' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D10' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D10_ATLAS_ENTRY.proof.json,state/DIAGRAM-D10_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D10_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":30046,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""a89ce3758d78e9d2a497a8e8b24e2a836287b6e37fa2e2ad38c8abf6f3e8acb1""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D11_ATLAS_ENTRY,ATLAS,00-atlas,Atlas D11: #### D11 — envctl-only durable commit,Mermaid atlas entry D11 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d11_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d11_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,610,pending,atlas,shell,grep -Fq '#### D11' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D11' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D11_ATLAS_ENTRY.proof.json,state/DIAGRAM-D11_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D11_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":30752,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""b01414b69e6fed824f6e36fda01e9f9a97700db8222e0ad949a72d7eb411d798""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D12_ATLAS_ENTRY,ATLAS,00-atlas,Atlas D12: #### D12 — Database-to-Engine/Glass return and acknowledgement,Mermaid atlas entry D12 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d12_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d12_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,611,pending,atlas,shell,grep -Fq '#### D12' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D12' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D12_ATLAS_ENTRY.proof.json,state/DIAGRAM-D12_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D12_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":31349,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""8caaa6bf73a2aa2ebad9493eb9c168738e734d7e95f2865c56348df0fc6cdd37""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D13_ATLAS_ENTRY,ATLAS,00-atlas,Atlas D13: #### D13 — Raw-byte and derived-representation lineage,Mermaid atlas entry D13 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d13_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d13_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,612,pending,atlas,shell,grep -Fq '#### D13' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D13' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D13_ATLAS_ENTRY.proof.json,state/DIAGRAM-D13_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D13_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":31982,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""7908a11663f18fc1a7ceb951a3814bc08fcb4182075f66dcb70da55339fcf670""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D14_ATLAS_ENTRY,ATLAS,00-atlas,"Atlas D14: #### D14 — Crash, spool, replay, and reconciliation",Mermaid atlas entry D14 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d14_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d14_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,613,pending,atlas,shell,grep -Fq '#### D14' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D14' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D14_ATLAS_ENTRY.proof.json,state/DIAGRAM-D14_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D14_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":32796,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""0693cc93df65cfa26d8aa15f0a6a556a84443584c3179a985575e02fecd3cfa9""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D15_ATLAS_ENTRY,ATLAS,00-atlas,Atlas D15: #### D15 — Database-hosted semantic SQL trigger loop,Mermaid atlas entry D15 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d15_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d15_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,614,pending,atlas,shell,grep -Fq '#### D15' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D15' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D15_ATLAS_ENTRY.proof.json,state/DIAGRAM-D15_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D15_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":33589,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""6978c88911d61e1dfa6dfd9a9442a1a670ea35503a28c0e34492c81bb97a759c""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
