occurrence_id,source_scope,source_path,line,column,keyword,classification,capability_ids,work_order_refs,reference_refs,classification_reason,source_text
LANG-0083,reference-package,prompts/UTILIZE_FLEXNETOS_PACKAGE.md,69,46,should,mandatory_capability,CAP-MIG-003,TASK-CDB035;TASK-CDB036;TASK-CDB091;TASK-CDB092;TASK-CDB093;TASK-CDB094;TASK-CDB095;TASK-CDB096;TASK-CDB097;TASK-CDB098;TASK-CDB099;TASK-CDB100;TASK-CDB101;TASK-CDB102;TASK-CDB103;TASK-CDB104;TASK-CDB105,,"The occurrence is reverse-linked to an explicit mandatory, review-only capability catalog record.",Do not bake FlexNetOS into envctl. FlexNetOS should be one target descriptor and one package fixture. The same envctl machinery must run against any target with:
LANG-0084,reference-package,prompts/UTILIZE_FLEXNETOS_PACKAGE.md,69,129,must,mandatory_capability,CAP-MIG-003,TASK-CDB035;TASK-CDB036;TASK-CDB091;TASK-CDB092;TASK-CDB093;TASK-CDB094;TASK-CDB095;TASK-CDB096;TASK-CDB097;TASK-CDB098;TASK-CDB099;TASK-CDB100;TASK-CDB101;TASK-CDB102;TASK-CDB103;TASK-CDB104;TASK-CDB105,,"The occurrence is reverse-linked to an explicit mandatory, review-only capability catalog record.",Do not bake FlexNetOS into envctl. FlexNetOS should be one target descriptor and one package fixture. The same envctl machinery must run against any target with:
LANG-0085,reference-package,README.md,26,173,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.",The package is intended for Codex running locally on Ubuntu 26.04+ against real `envctl` and `nu_plugin` repositories. It does not assume their exact current layout. Codex must inspect the actual repos before editing.
LANG-0086,reference-package,README.md,32,163,should,mandatory_capability,CAP-MIG-022,TASK-CDB000;TASK-CDB001;TASK-CDB002;TASK-CDB003;TASK-CDB004;TASK-CDB005;TASK-CDB006;TASK-CDB007;TASK-CDB008;TASK-CDB009;TASK-CDB010;TASK-CDB011;TASK-CDB012,,"The occurrence is reverse-linked to an explicit mandatory, review-only capability catalog record.","Do not fully implement the FlexNetOS prompt package first as a one-off, and do not build envctl tooling blindly without proving it can execute the package. Codex should:"
LANG-0087,reference-package,README.md,95,98,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","The runner creates a run context and invokes `codex exec` with the combined master prompt. Codex must inspect both repositories and then make real, reviewable changes."
LANG-0088,reference-package,README.md,104,33,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.",- Every implementation decision must be backed by inspected repo evidence.
LANG-0089,reference-package,README.md,109,23,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.",## Deliverables Codex must produce in the target repositories
LANG-0090,reference-package,README.md,111,7,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.",Codex must implement or scaffold real code/docs/tests according to the actual repo architecture:
LANG-0091,reference-package,README.md,128,40,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","Before packaging or opening PRs, Codex must run the repository-native checks it discovers, plus package helper checks:"
LANG-0092,reference-package,README.md,137,73,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","If repo-native tests cannot run because dependencies are missing, Codex must record the exact blocker and the command that failed."
LANG-0093,reference-package,RUN_WITH_CODEX_ENVCTL.sh,16,1,optional,mandatory_capability,CAP-MIG-002,TASK-CDB000;TASK-CDB036;TASK-CDB039,,"The occurrence is reverse-linked to an explicit mandatory, review-only capability catalog record.",Optional:
LANG-0094,reference-package,source/codex-flexnetos-migration-prompt-package/expected-output/migration-artifacts-tree.md,3,7,must,mandatory_capability,CAP-MIG-017,TASK-CDB001;TASK-CDB005;TASK-CDB066;TASK-CDB070,,"The occurrence is reverse-linked to an explicit mandatory, review-only capability catalog record.","Codex must create this tree under the selected repository/workspace. Files may contain `status: unknown` or `status: partial` when evidence is insufficient, but the files must exist and must be linked from `index.md`."
LANG-0095,reference-package,source/codex-flexnetos-migration-prompt-package/expected-output/migration-artifacts-tree.md,3,76,may,mandatory_capability,CAP-MIG-017,TASK-CDB001;TASK-CDB005;TASK-CDB066;TASK-CDB070,,"The occurrence is reverse-linked to an explicit mandatory, review-only capability catalog record.","Codex must create this tree under the selected repository/workspace. Files may contain `status: unknown` or `status: partial` when evidence is insufficient, but the files must exist and must be linked from `index.md`."
LANG-0096,reference-package,source/codex-flexnetos-migration-prompt-package/expected-output/migration-artifacts-tree.md,3,172,must,mandatory_capability,CAP-MIG-017,TASK-CDB001;TASK-CDB005;TASK-CDB066;TASK-CDB070,,"The occurrence is reverse-linked to an explicit mandatory, review-only capability catalog record.","Codex must create this tree under the selected repository/workspace. Files may contain `status: unknown` or `status: partial` when evidence is insufficient, but the files must exist and must be linked from `index.md`."
LANG-0097,reference-package,source/codex-flexnetos-migration-prompt-package/expected-output/migration-artifacts-tree.md,3,187,must,mandatory_capability,CAP-MIG-017,TASK-CDB001;TASK-CDB005;TASK-CDB066;TASK-CDB070,,"The occurrence is reverse-linked to an explicit mandatory, review-only capability catalog record.","Codex must create this tree under the selected repository/workspace. Files may contain `status: unknown` or `status: partial` when evidence is insufficient, but the files must exist and must be linked from `index.md`."
LANG-0098,reference-package,source/codex-flexnetos-migration-prompt-package/prompts/ARTIFACT_CONTRACT_FULL.md,3,55,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.",This file contains the complete artifact context that must not be reduced or omitted. It was sourced from the prior migration-artifact answer and preserved verbatim in `source/previous-migration-artifact-context.md`.
LANG-0099,reference-package,source/codex-flexnetos-migration-prompt-package/prompts/ARTIFACT_CONTRACT_FULL.md,9,7,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","Codex must build and link every artifact named below. If evidence is unavailable, create the artifact with `status: unknown` or `status: partial`, explain the evidence gap, and link it from the index."
LANG-0100,reference-package,source/codex-flexnetos-migration-prompt-package/prompts/ARTIFACT_CONTRACT_FULL.md,218,29,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","Useful for identifying what must exist before the app can build, test, deploy, and run."
LANG-0101,reference-package,source/codex-flexnetos-migration-prompt-package/prompts/ARTIFACT_CONTRACT_FULL.md,246,23,should,mandatory_capability,CAP-MIG-014,TASK-CDB011;TASK-CDB021;TASK-CDB051;TASK-CDB065;TASK-CDB087,,"The occurrence is reverse-linked to an explicit mandatory, review-only capability catalog record.","For a migration, this should include **version constraints** and **upgrade blockers**."
LANG-0102,reference-package,source/codex-flexnetos-migration-prompt-package/prompts/ARTIFACT_CONTRACT_FULL.md,345,53,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.",| **Technical debt ledger**            | Separates “must fix before migration” from “carry temporarily” from “delete.”    |
LANG-0103,reference-package,source/codex-flexnetos-migration-prompt-package/prompts/ARTIFACT_CONTRACT_FULL.md,426,28,should,mandatory_capability,CAP-MIG-015,TASK-CDB001;TASK-CDB002;TASK-CDB003;TASK-CDB004;TASK-CDB005;TASK-CDB006;TASK-CDB007;TASK-CDB008;TASK-CDB009;TASK-CDB010;TASK-CDB011;TASK-CDB012;TASK-CDB070;TASK-CDB071;TASK-CDB072;TASK-CDB073;TASK-CDB074;TASK-CDB075;TASK-CDB076;TASK-CDB077;TASK-CDB078;TASK-CDB079;TASK-CDB080;TASK-CDB081;TASK-CDB082;TASK-CDB083;TASK-CDB084;TASK-CDB085;TASK-CDB086;TASK-CDB087;TASK-CDB088;TASK-CDB089;TASK-CDB090,,"The occurrence is reverse-linked to an explicit mandatory, review-only capability catalog record.","For a migration, artifacts should ladder from **discovery** to **execution**:"
LANG-0104,reference-package,source/codex-flexnetos-migration-prompt-package/prompts/EXECUTION_STYLE.md,11,48,must,mandatory_capability,CAP-MIG-016,TASK-CDB002;TASK-CDB066;TASK-CDB069;TASK-CDB070,,"The occurrence is reverse-linked to an explicit mandatory, review-only capability catalog record.","Before generating any migration finding, Codex must verify the active model/provider state. If `codex-5.4` or `spark-5.3` cannot be resolved by the local setup, Codex must create:"
LANG-0105,reference-package,source/codex-flexnetos-migration-prompt-package/prompts/EXECUTION_STYLE.md,11,168,must,mandatory_capability,CAP-MIG-016,TASK-CDB002;TASK-CDB066;TASK-CDB069;TASK-CDB070,,"The occurrence is reverse-linked to an explicit mandatory, review-only capability catalog record.","Before generating any migration finding, Codex must verify the active model/provider state. If `codex-5.4` or `spark-5.3` cannot be resolved by the local setup, Codex must create:"
LANG-0106,reference-package,source/codex-flexnetos-migration-prompt-package/prompts/EXECUTION_STYLE.md,15,57,may,mandatory_capability,CAP-MIG-016,TASK-CDB002;TASK-CDB066;TASK-CDB069;TASK-CDB070,,"The occurrence is reverse-linked to an explicit mandatory, review-only capability catalog record.",and stop before creating factual analysis artifacts. It may still create empty scaffolding with `status: blocked`.
LANG-0107,reference-package,source/codex-flexnetos-migration-prompt-package/prompts/EXECUTION_STYLE.md,19,75,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.",Run `helpers/background_scan.sh` in the background scan phase. The helper must write raw evidence under:
LANG-0108,reference-package,source/codex-flexnetos-migration-prompt-package/prompts/EXECUTION_STYLE.md,25,14,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.",The raw scan must include:
LANG-0109,reference-package,source/codex-flexnetos-migration-prompt-package/prompts/EXECUTION_STYLE.md,56,13,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.",Each helper must write a domain report under:
LANG-0110,reference-package,source/codex-flexnetos-migration-prompt-package/prompts/EXECUTION_STYLE.md,63,13,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.",Each helper must include:
LANG-0111,reference-package,source/codex-flexnetos-migration-prompt-package/prompts/EXECUTION_STYLE.md,74,11,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","Codex 5.4 must consolidate Spark helper reports into final artifacts. It must not merely paste helper reports. It must reconcile contradictions, mark unresolved conflicts, link evidence, and produce a coherent wiki-style artifact graph."
LANG-0112,reference-package,source/codex-flexnetos-migration-prompt-package/prompts/EXECUTION_STYLE.md,74,74,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","Codex 5.4 must consolidate Spark helper reports into final artifacts. It must not merely paste helper reports. It must reconcile contradictions, mark unresolved conflicts, link evidence, and produce a coherent wiki-style artifact graph."
