record_id,requirement_id,parent_id,correlation_id,work_order_id,requirement,authoritative_source,source_reference,implementation_paths,test_paths,verification_command,proof_artifacts,proof_head_sha,evidence_status,source_status,local_status,notes,executable,source
REQUIREMENT-119,REQ-061-AC04,REQ-061,,,Produce a safe root-alias refactor plan from META_ROOT to LIFE_OS_ROOT,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 4,src/envctl/crates/cli/**,src/envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db --repo-root ../envctl refactor --from META_ROOT --to LIFE_OS_ROOT --json,stdout:req-061-ac04-stdout;stderr:req-061-ac04-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":120,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":119,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-120,REQ-061-AC05,REQ-061,,,Render the refactor plan out of repo without mutating source,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 5,src/envctl/crates/cli/**,src/envctl/crates/cli/tests/**,"tmpdir=$(mktemp -d); trap 'rm -rf ""$tmpdir""' EXIT; cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db --repo-root ../envctl refactor --from META_ROOT --to LIFE_OS_ROOT --render-out ""$tmpdir/envctl-lifeos-refactor"" --json",stdout:req-061-ac05-stdout;stderr:req-061-ac05-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":121,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":120,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-121,REQ-061-AC06,REQ-061,,,Implement and test guarded apply for owned files or machine-readable refusal when unsafe,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 6,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-ac06-stdout;stderr:req-061-ac06-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":122,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":121,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-122,REQ-061-AC07,REQ-061,,,Discover scattered Codex hooks and wrappers by filename and content,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 7,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-ac07-stdout;stderr:req-061-ac07-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":123,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":122,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-123,REQ-061-AC08,REQ-061,,,Plan hook deployment by target root and refuse clobber or running-process disturbance,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 8,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-ac08-stdout;stderr:req-061-ac08-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":124,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":123,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-124,REQ-061-AC09,REQ-061,,,Wire agent CLI tools as managed components with detect install and verify paths,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 9,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-ac09-stdout;stderr:req-061-ac09-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":125,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":124,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-125,REQ-061-AC10,REQ-061,,,Provide agent widgets at least as stable JSON commands,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 10,src/envctl/crates/cli/**,src/envctl/crates/cli/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl,stdout:req-061-ac10-stdout;stderr:req-061-ac10-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":126,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":125,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-126,REQ-061-AC11,REQ-061,,,Remove Meta-only product identity from README docs and CLI help,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 11,src/envctl/crates/cli/**,src/envctl/crates/cli/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl,stdout:req-061-ac11-stdout;stderr:req-061-ac11-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":127,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":126,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-127,REQ-061-AC12,REQ-061,,,Build all new code and pass real tests,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 12,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-ac12-stdout;stderr:req-061-ac12-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":128,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":127,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-128,REQ-061-MISS01,REQ-061,,,Treat root aliasing as semantic migration rather than text replacement,https://github.com/FlexNetOS/envctl/issues/414,Easy-to-miss item 1,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-miss01-stdout;stderr:req-061-miss01-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":129,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":128,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-129,REQ-061-MISS02,REQ-061,,,Keep META_ROOT as current state while release projections use LIFE_OS_ROOT,https://github.com/FlexNetOS/envctl/issues/414,Easy-to-miss item 2,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-miss02-stdout;stderr:req-061-miss02-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":130,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":129,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-130,REQ-061-MISS03,REQ-061,,,Carry target profile through rows plans render output and deployment,https://github.com/FlexNetOS/envctl/issues/414,Easy-to-miss item 3,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-miss03-stdout;stderr:req-061-miss03-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":131,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":130,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-131,REQ-061-MISS04,REQ-061,,,Store provenance and mutable policy per file symbol and occurrence,https://github.com/FlexNetOS/envctl/issues/414,Easy-to-miss item 4,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-miss04-stdout;stderr:req-061-miss04-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":132,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":131,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-132,REQ-061-MISS05,REQ-061,,,Refuse prose comment and test edits unless classification proves safety,https://github.com/FlexNetOS/envctl/issues/414,Easy-to-miss item 5,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-miss05-stdout;stderr:req-061-miss05-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":133,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":132,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-133,REQ-061-MISS06,REQ-061,,,Preserve TOML formatting comments and order with toml_edit,https://github.com/FlexNetOS/envctl/issues/414,Easy-to-miss item 6,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-miss06-stdout;stderr:req-061-miss06-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":134,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":133,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-134,REQ-061-MISS07,REQ-061,,,Use atomic write and rollback primitives for every mutation,https://github.com/FlexNetOS/envctl/issues/414,Easy-to-miss item 7,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-miss07-stdout;stderr:req-061-miss07-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":135,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":134,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-135,REQ-061-MISS08,REQ-061,,,Detect running processes before hook or wrapper promotion,https://github.com/FlexNetOS/envctl/issues/414,Easy-to-miss item 8,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-miss08-stdout;stderr:req-061-miss08-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":136,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":135,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-136,REQ-061-MISS09,REQ-061,,,Keep C and FFI-heavy parsers out of core unless all gates pass,https://github.com/FlexNetOS/envctl/issues/414,Easy-to-miss item 9,src/envctl/ci/gates/no-c.sh;src/envctl/crates/engine/**,src/envctl/ci/gates/no-c.sh,cd ../envctl && bash ci/gates/no-c.sh,stdout:req-061-miss09-stdout;stderr:req-061-miss09-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":137,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":136,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-137,REQ-061-MISS10,REQ-061,,,Keep external tools as helpers and engine safety as source of truth,https://github.com/FlexNetOS/envctl/issues/414,Easy-to-miss item 10,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-miss10-stdout;stderr:req-061-miss10-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":138,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":137,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-138,REQ-061-MISS11,REQ-061,,,Implement DB and query APIs in the engine rather than CLI sugar,https://github.com/FlexNetOS/envctl/issues/414,Easy-to-miss item 11,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-miss11-stdout;stderr:req-061-miss11-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":139,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":138,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-139,REQ-061-MISS12,REQ-061,,,Keep JSON schemas deterministic and expose verifier status for agents,https://github.com/FlexNetOS/envctl/issues/414,Easy-to-miss item 12,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-miss12-stdout;stderr:req-061-miss12-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":140,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":139,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-140,REQ-061-MISS13,REQ-061,,,Integrate DB automation with catalog migrate graph doctor dashboard and GUI seams,https://github.com/FlexNetOS/envctl/issues/414,Easy-to-miss item 13,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-miss13-stdout;stderr:req-061-miss13-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":141,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":140,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
